ID,CUARTO,IDHOSTAL
200000,104,200001
200000,105,200001
200000,106,200001
200000,107,200001
200000,108,200001
200000,109,200001
200000,110,200001
200000,111,200001
200000,112,200001
200000,113,200001
200000,114,200001
200000,115,200001
200000,116,200001
200000,117,200001
200000,118,200001
200000,119,200001
200000,0,200002
200000,1,200002
200000,2,200002
200000,3,200002
200000,4,200002
200000,5,200002
200000,6,200002
200000,7,200002
200000,8,200002
200000,9,200002
200000,10,200002
200000,11,200002
200000,12,200002
200000,13,200002
200000,14,200002
200000,15,200002
200000,16,200002
200000,17,200002
200000,18,200002
200000,19,200002
200000,20,200002
200000,21,200002
200000,22,200002
200000,23,200002
200000,24,200002
200000,25,200002
200000,26,200002
200000,27,200002
200000,28,200002
200000,29,200002
200000,30,200002
200000,31,200002
200000,32,200002
200000,33,200002
200000,34,200002
200000,35,200002
200000,36,200002
200000,37,200002
200000,38,200002
200000,39,200002
200000,40,200002
200000,41,200002
200000,42,200002
200000,43,200002
200000,44,200002
200000,45,200002
200000,46,200002
200000,47,200002
200000,48,200002
200000,49,200002
200000,50,200002
200000,51,200002
200000,52,200002
200000,53,200002
200000,54,200002
200000,55,200002
200000,56,200002
200000,57,200002
200000,58,200002
200000,59,200002
200000,60,200002
200000,61,200002
200000,62,200002
200000,63,200002
200000,64,200002
200000,65,200002
200000,66,200002
200000,67,200002
200000,68,200002
200000,69,200002
200000,70,200002
200000,71,200002
200000,72,200002
200000,73,200002
200000,74,200002
200000,75,200002
200000,76,200002
200000,77,200002
200000,78,200002
200000,79,200002
200000,80,200002
200000,81,200002
200000,82,200002
200000,83,200002
200000,84,200002
200000,85,200002
200000,86,200002
200000,87,200002
200000,88,200002
200000,89,200002
200000,90,200002
200000,91,200002
200000,92,200002
200000,93,200002
200000,94,200002
200000,95,200002
200000,96,200002
200000,97,200002
200000,98,200002
200000,99,200002
200000,100,200002
200000,101,200002
200000,102,200002
200000,103,200002
200000,104,200002
200000,105,200002
200000,106,200002
200000,107,200002
200000,108,200002
200000,109,200002
200000,110,200002
200000,111,200002
200000,112,200002
200000,113,200002
200000,114,200002
200000,115,200002
200000,116,200002
200000,117,200002
200000,118,200002
200000,119,200002
200000,0,200003
200000,1,200003
200000,2,200003
200000,3,200003
200000,4,200003
200000,5,200003
200000,6,200003
200000,7,200003
200000,8,200003
200000,9,200003
200000,10,200003
200000,11,200003
200000,12,200003
200000,13,200003
200000,14,200003
200000,15,200003
200000,16,200003
200000,17,200003
200000,18,200003
200000,19,200003
200000,20,200003
200000,21,200003
200000,22,200003
200000,23,200003
200000,24,200003
200000,25,200003
200000,26,200003
200000,27,200003
200000,28,200003
200000,29,200003
200000,30,200003
200000,31,200003
200000,32,200003
200000,33,200003
200000,34,200003
200000,35,200003
200000,36,200003
200000,37,200003
200000,38,200003
200000,39,200003
200000,40,200003
200000,41,200003
200000,42,200003
200000,43,200003
200000,44,200003
200000,45,200003
200000,46,200003
200000,47,200003
200000,48,200003
200000,49,200003
200000,50,200003
200000,51,200003
200000,52,200003
200000,53,200003
200000,54,200003
200000,55,200003
200000,56,200003
200000,57,200003
200000,58,200003
200000,59,200003
200000,60,200003
200000,61,200003
200000,62,200003
200000,63,200003
200000,64,200003
200000,65,200003
200000,66,200003
200000,67,200003
200000,68,200003
200000,69,200003
200000,70,200003
200000,71,200003
200000,72,200003
200000,73,200003
200000,74,200003
200000,75,200003
200000,76,200003
200000,77,200003
200000,78,200003
200000,79,200003
200000,80,200003
200000,81,200003
200000,82,200003
200000,83,200003
200000,84,200003
200000,85,200003
200000,86,200003
200000,87,200003
200000,88,200003
200000,89,200003
200000,90,200003
200000,91,200003
200000,92,200003
200000,93,200003
200000,94,200003
200000,95,200003
200000,96,200003
200000,97,200003
200000,98,200003
200000,99,200003
200000,100,200003
200000,101,200003
200000,102,200003
200000,103,200003
200000,104,200003
200000,105,200003
200000,106,200003
200000,107,200003
200000,108,200003
200000,109,200003
200000,110,200003
200000,111,200003
200000,112,200003
200000,113,200003
200000,114,200003
200000,115,200003
200000,116,200003
200000,117,200003
200000,118,200003
200000,119,200003
200000,0,200004
200000,1,200004
200000,2,200004
200000,3,200004
200000,4,200004
200000,5,200004
200000,6,200004
200000,7,200004
200000,8,200004
200000,9,200004
200000,10,200004
200000,11,200004
200000,12,200004
200000,13,200004
200000,14,200004
200000,15,200004
200000,16,200004
200000,17,200004
200000,18,200004
200000,19,200004
200000,20,200004
200000,21,200004
200000,22,200004
200000,23,200004
200000,24,200004
200000,25,200004
200000,26,200004
200000,27,200004
200000,28,200004
200000,29,200004
200000,30,200004
200000,31,200004
200000,32,200004
200000,33,200004
200000,34,200004
200000,35,200004
200000,36,200004
200000,37,200004
200000,38,200004
200000,39,200004
200000,40,200004
200000,41,200004
200000,42,200004
200000,43,200004
200000,44,200004
200000,45,200004
200000,46,200004
200000,47,200004
200000,48,200004
200000,49,200004
200000,50,200004
200000,51,200004
200000,52,200004
200000,53,200004
200000,54,200004
200000,55,200004
200000,56,200004
200000,57,200004
200000,58,200004
200000,59,200004
200000,60,200004
200000,61,200004
200000,62,200004
200000,63,200004
200000,64,200004
200000,65,200004
200000,66,200004
200000,67,200004
200000,68,200004
200000,69,200004
200000,70,200004
200000,71,200004
200000,72,200004
200000,73,200004
200000,74,200004
200000,75,200004
200000,76,200004
200000,77,200004
200000,78,200004
200000,79,200004
200000,80,200004
200000,81,200004
200000,82,200004
200000,83,200004
200000,84,200004
200000,85,200004
200000,86,200004
200000,87,200004
200000,88,200004
200000,89,200004
200000,90,200004
200000,91,200004
200000,92,200004
200000,93,200004
200000,94,200004
200000,95,200004
200000,96,200004
200000,97,200004
200000,98,200004
200000,99,200004
200000,100,200004
200000,101,200004
200000,102,200004
200000,103,200004
200000,104,200004
200000,105,200004
200000,106,200004
200000,107,200004
200000,108,200004
200000,109,200004
200000,110,200004
200000,111,200004
200000,112,200004
200000,113,200004
200000,114,200004
200000,115,200004
200000,116,200004
200000,117,200004
200000,118,200004
200000,119,200004
200000,0,200005
200000,1,200005
200000,2,200005
200000,3,200005
200000,4,200005
200000,5,200005
200000,6,200005
200000,7,200005
200000,8,200005
200000,9,200005
200000,10,200005
200000,11,200005
200000,12,200005
200000,13,200005
200000,14,200005
200000,15,200005
200000,16,200005
200000,17,200005
200000,18,200005
200000,19,200005
200000,20,200005
200000,21,200005
200000,22,200005
200000,23,200005
200000,24,200005
200000,25,200005
200000,26,200005
200000,27,200005
200000,28,200005
200000,29,200005
200000,30,200005
200000,31,200005
200000,32,200005
200000,33,200005
200000,34,200005
200000,35,200005
200000,36,200005
200000,37,200005
200000,38,200005
200000,39,200005
200000,40,200005
200000,41,200005
200000,42,200005
200000,43,200005
200000,44,200005
200000,45,200005
200000,46,200005
200000,47,200005
200000,48,200005
200000,49,200005
200000,50,200005
200000,51,200005
200000,52,200005
200000,53,200005
200000,54,200005
200000,55,200005
200000,56,200005
200000,57,200005
200000,58,200005
200000,59,200005
200000,60,200005
200000,61,200005
200000,62,200005
200000,63,200005
200000,64,200005
200000,65,200005
200000,66,200005
200000,67,200005
200000,68,200005
200000,69,200005
200000,70,200005
200000,71,200005
200000,72,200005
200000,73,200005
200000,74,200005
200000,75,200005
200000,76,200005
200000,77,200005
200000,78,200005
200000,79,200005
200000,80,200005
200000,81,200005
200000,82,200005
200000,83,200005
200000,84,200005
200000,85,200005
200000,86,200005
200000,87,200005
200000,88,200005
200000,89,200005
200000,90,200005
200000,91,200005
200000,92,200005
200000,93,200005
200000,94,200005
200000,95,200005
200000,96,200005
200000,97,200005
200000,98,200005
200000,99,200005
200000,100,200005
200000,101,200005
200000,102,200005
200000,103,200005
200000,104,200005
200000,105,200005
200000,106,200005
200000,107,200005
200000,108,200005
200000,109,200005
200000,110,200005
200000,111,200005
200000,112,200005
200000,113,200005
200000,114,200005
200000,115,200005
200000,116,200005
200000,117,200005
200000,118,200005
200000,119,200005
200000,0,200006
200000,1,200006
200000,2,200006
200000,3,200006
200000,4,200006
200000,5,200006
200000,6,200006
200000,7,200006
200000,8,200006
200000,9,200006
200000,10,200006
200000,11,200006
200000,12,200006
200000,13,200006
200000,14,200006
200000,15,200006
200000,16,200006
200000,17,200006
200000,18,200006
200000,19,200006
200000,20,200006
200000,21,200006
200000,22,200006
200000,23,200006
200000,24,200006
200000,25,200006
200000,26,200006
200000,27,200006
200000,28,200006
200000,29,200006
200000,30,200006
200000,31,200006
200000,32,200006
200000,33,200006
200000,34,200006
200000,35,200006
200000,36,200006
200000,37,200006
200000,38,200006
200000,39,200006
200000,40,200006
200000,41,200006
200000,42,200006
200000,43,200006
200000,44,200006
200000,45,200006
200000,46,200006
200000,47,200006
200000,48,200006
200000,49,200006
200000,50,200006
200000,51,200006
200000,52,200006
200000,53,200006
200000,54,200006
200000,55,200006
200000,56,200006
200000,57,200006
200000,58,200006
200000,59,200006
200000,60,200006
200000,61,200006
200000,62,200006
200000,63,200006
200000,64,200006
200000,65,200006
200000,66,200006
200000,67,200006
200000,68,200006
200000,69,200006
200000,70,200006
200000,71,200006
200000,72,200006
200000,73,200006
200000,74,200006
200000,75,200006
200000,76,200006
200000,77,200006
200000,78,200006
200000,79,200006
200000,80,200006
200000,81,200006
200000,82,200006
200000,83,200006
200000,84,200006
200000,85,200006
200000,86,200006
200000,87,200006
200000,88,200006
200000,89,200006
200000,90,200006
200000,91,200006
200000,92,200006
200000,93,200006
200000,94,200006
200000,95,200006
200000,96,200006
200000,97,200006
200000,98,200006
200000,99,200006
200000,100,200006
200000,101,200006
200000,102,200006
200000,103,200006
200000,104,200006
200000,105,200006
200000,106,200006
200000,107,200006
200000,108,200006
200000,109,200006
200000,110,200006
200000,111,200006
200000,112,200006
200000,113,200006
200000,114,200006
200000,115,200006
200000,116,200006
200000,117,200006
200000,118,200006
200000,119,200006
200000,0,200007
200000,1,200007
200000,2,200007
200000,3,200007
200000,4,200007
200000,5,200007
200000,6,200007
200000,7,200007
200000,8,200007
200000,9,200007
200000,10,200007
200000,11,200007
200000,12,200007
200000,13,200007
200000,14,200007
200000,15,200007
200000,16,200007
200000,17,200007
200000,18,200007
200000,19,200007
200000,20,200007
200000,21,200007
200000,22,200007
200000,23,200007
200000,24,200007
200000,25,200007
200000,26,200007
200000,27,200007
200000,28,200007
200000,29,200007
200000,30,200007
200000,31,200007
200000,32,200007
200000,33,200007
200000,34,200007
200000,35,200007
200000,36,200007
200000,37,200007
200000,38,200007
200000,39,200007
200000,40,200007
200000,41,200007
200000,42,200007
200000,43,200007
200000,44,200007
200000,45,200007
200000,46,200007
200000,47,200007
200000,48,200007
200000,49,200007
200000,50,200007
200000,51,200007
200000,52,200007
200000,53,200007
200000,54,200007
200000,55,200007
200000,56,200007
200000,57,200007
200000,58,200007
200000,59,200007
200000,60,200007
200000,61,200007
200000,62,200007
200000,63,200007
200000,64,200007
200000,65,200007
200000,66,200007
200000,67,200007
200000,68,200007
200000,69,200007
200000,70,200007
200000,71,200007
200000,72,200007
200000,73,200007
200000,74,200007
200000,75,200007
200000,76,200007
200000,77,200007
200000,78,200007
200000,79,200007
200000,80,200007
200000,81,200007
200000,82,200007
200000,83,200007
200000,84,200007
200000,85,200007
200000,86,200007
200000,87,200007
200000,88,200007
200000,89,200007
200000,90,200007
200000,91,200007
200000,92,200007
200000,93,200007
200000,94,200007
200000,95,200007
200000,96,200007
200000,97,200007
200000,98,200007
200000,99,200007
200000,100,200007
200000,101,200007
200000,102,200007
200000,103,200007
200000,104,200007
200000,105,200007
200000,106,200007
200000,107,200007
200000,108,200007
200000,109,200007
200000,110,200007
200000,111,200007
200000,112,200007
200000,113,200007
200000,114,200007
200000,115,200007
200000,116,200007
200000,117,200007
200000,118,200007
200000,119,200007
200000,0,200008
200000,1,200008
200000,2,200008
200000,3,200008
200000,4,200008
200000,5,200008
200000,6,200008
200000,7,200008
200000,8,200008
200000,9,200008
200000,10,200008
200000,11,200008
200000,12,200008
200000,13,200008
200000,14,200008
200000,15,200008
200000,16,200008
200000,17,200008
200000,18,200008
200000,19,200008
200000,20,200008
200000,21,200008
200000,22,200008
200000,23,200008
200000,24,200008
200000,25,200008
200000,26,200008
200000,27,200008
200000,28,200008
200000,29,200008
200000,30,200008
200000,31,200008
200000,32,200008
200000,33,200008
200000,34,200008
200000,35,200008
200000,36,200008
200000,37,200008
200000,38,200008
200000,39,200008
200000,40,200008
200000,41,200008
200000,42,200008
200000,43,200008
200000,44,200008
200000,45,200008
200000,46,200008
200000,47,200008
200000,48,200008
200000,49,200008
200000,50,200008
200000,51,200008
200000,52,200008
200000,53,200008
200000,54,200008
200000,55,200008
200000,56,200008
200000,57,200008
200000,58,200008
200000,59,200008
200000,60,200008
200000,61,200008
200000,62,200008
200000,63,200008
200000,64,200008
200000,65,200008
200000,66,200008
200000,67,200008
200000,68,200008
200000,69,200008
200000,70,200008
200000,71,200008
200000,72,200008
200000,73,200008
200000,74,200008
200000,75,200008
200000,76,200008
200000,77,200008
200000,78,200008
200000,79,200008
200000,80,200008
200000,81,200008
200000,82,200008
200000,83,200008
200000,84,200008
200000,85,200008
200000,86,200008
200000,87,200008
200000,88,200008
200000,89,200008
200000,90,200008
200000,91,200008
200000,92,200008
200000,93,200008
200000,94,200008
200000,95,200008
200000,96,200008
200000,97,200008
200000,98,200008
200000,99,200008
200000,100,200008
200000,101,200008
200000,102,200008
200000,103,200008
200000,104,200008
200000,105,200008
200000,106,200008
200000,107,200008
200000,108,200008
200000,109,200008
200000,110,200008
200000,111,200008
200000,112,200008
200000,113,200008
200000,114,200008
200000,115,200008
200000,116,200008
200000,117,200008
200000,118,200008
200000,119,200008
200000,0,200009
200000,1,200009
200000,2,200009
200000,3,200009
200000,4,200009
200000,5,200009
200000,6,200009
200000,7,200009
200000,8,200009
200000,9,200009
200000,10,200009
200000,11,200009
200000,12,200009
200000,13,200009
200000,14,200009
200000,15,200009
200000,16,200009
200000,17,200009
200000,18,200009
200000,19,200009
200000,20,200009
200000,21,200009
200000,22,200009
200000,23,200009
200000,24,200009
200000,25,200009
200000,26,200009
200000,27,200009
200000,28,200009
200000,29,200009
200000,30,200009
200000,31,200009
200000,32,200009
200000,33,200009
200000,34,200009
200000,35,200009
200000,36,200009
200000,37,200009
200000,38,200009
200000,39,200009
200000,40,200009
200000,41,200009
200000,42,200009
200000,43,200009
200000,44,200009
200000,45,200009
200000,46,200009
200000,47,200009
200000,48,200009
200000,49,200009
200000,50,200009
200000,51,200009
200000,52,200009
200000,53,200009
200000,54,200009
200000,55,200009
200000,56,200009
200000,57,200009
200000,58,200009
200000,59,200009
200000,60,200009
200000,61,200009
200000,62,200009
200000,63,200009
200000,64,200009
200000,65,200009
200000,66,200009
200000,67,200009
200000,68,200009
200000,69,200009
200000,70,200009
200000,71,200009
200000,72,200009
200000,73,200009
200000,74,200009
200000,75,200009
200000,76,200009
200000,77,200009
200000,78,200009
200000,79,200009
200000,80,200009
200000,81,200009
200000,82,200009
200000,83,200009
200000,84,200009
200000,85,200009
200000,86,200009
200000,87,200009
200000,88,200009
200000,89,200009
200000,90,200009
200000,91,200009
200000,92,200009
200000,93,200009
200000,94,200009
200000,95,200009
200000,96,200009
200000,97,200009
200000,98,200009
200000,99,200009
200000,100,200009
200000,101,200009
200000,102,200009
200000,103,200009
200000,104,200009
200000,105,200009
200000,106,200009
200000,107,200009
200000,108,200009
200000,109,200009
200000,110,200009
200000,111,200009
200000,112,200009
200000,113,200009
200000,114,200009
200000,115,200009
200000,116,200009
200000,117,200009
200000,118,200009
200000,119,200009
200000,0,200010
200000,1,200010
200000,2,200010
200000,3,200010
200000,4,200010
200000,5,200010
200000,6,200010
200000,7,200010
200000,8,200010
200000,9,200010
200000,10,200010
200000,11,200010
200000,12,200010
200000,13,200010
200000,14,200010
200000,15,200010
200000,16,200010
200000,17,200010
200000,18,200010
200000,19,200010
200000,20,200010
200000,21,200010
200000,22,200010
200000,23,200010
200000,24,200010
200000,25,200010
200000,26,200010
200000,27,200010
200000,28,200010
200000,29,200010
200000,30,200010
200000,31,200010
200000,32,200010
200000,33,200010
200000,34,200010
200000,35,200010
200000,36,200010
200000,37,200010
200000,38,200010
200000,39,200010
200000,40,200010
200000,41,200010
200000,42,200010
200000,43,200010
200000,44,200010
200000,45,200010
200000,46,200010
200000,47,200010
200000,48,200010
200000,49,200010
200000,50,200010
200000,51,200010
200000,52,200010
200000,53,200010
200000,54,200010
200000,55,200010
200000,56,200010
200000,57,200010
200000,58,200010
200000,59,200010
200000,60,200010
200000,61,200010
200000,62,200010
200000,63,200010
200000,64,200010
200000,65,200010
200000,66,200010
200000,67,200010
200000,68,200010
200000,69,200010
200000,70,200010
200000,71,200010
200000,72,200010
200000,73,200010
200000,74,200010
200000,75,200010
200000,76,200010
200000,77,200010
200000,78,200010
200000,79,200010
200000,80,200010
200000,81,200010
200000,82,200010
200000,83,200010
200000,84,200010
200000,85,200010
200000,86,200010
200000,87,200010
200000,88,200010
200000,89,200010
200000,90,200010
200000,91,200010
200000,92,200010
200000,93,200010
200000,94,200010
200000,95,200010
200000,96,200010
200000,97,200010
200000,98,200010
200000,99,200010
200000,100,200010
200000,101,200010
200000,102,200010
200000,103,200010
200000,104,200010
200000,105,200010
200000,106,200010
200000,107,200010
200000,108,200010
200000,109,200010
200000,110,200010
200000,111,200010
200000,112,200010
200000,113,200010
200000,114,200010
200000,115,200010
200000,116,200010
200000,117,200010
200000,118,200010
200000,119,200010
200000,0,200011
200000,1,200011
200000,2,200011
200000,3,200011
200000,4,200011
200000,5,200011
200000,6,200011
200000,7,200011
200000,8,200011
200000,9,200011
200000,10,200011
200000,11,200011
200000,12,200011
200000,13,200011
200000,14,200011
200000,15,200011
200000,16,200011
200000,17,200011
200000,18,200011
200000,19,200011
200000,20,200011
200000,21,200011
200000,22,200011
200000,23,200011
200000,24,200011
200000,25,200011
200000,26,200011
200000,27,200011
200000,28,200011
200000,29,200011
200000,30,200011
200000,31,200011
200000,32,200011
200000,33,200011
200000,34,200011
200000,35,200011
200000,36,200011
200000,37,200011
200000,38,200011
200000,39,200011
200000,40,200011
200000,41,200011
200000,42,200011
200000,43,200011
200000,44,200011
200000,45,200011
200000,46,200011
200000,47,200011
200000,48,200011
200000,49,200011
200000,50,200011
200000,51,200011
200000,52,200011
200000,53,200011
200000,54,200011
200000,55,200011
200000,56,200011
200000,57,200011
200000,58,200011
200000,59,200011
200000,60,200011
200000,61,200011
200000,62,200011
200000,63,200011
200000,64,200011
200000,65,200011
200000,66,200011
200000,67,200011
200000,68,200011
200000,69,200011
200000,70,200011
200000,71,200011
200000,72,200011
200000,73,200011
200000,74,200011
200000,75,200011
200000,76,200011
200000,77,200011
200000,78,200011
200000,79,200011
200000,80,200011
200000,81,200011
200000,82,200011
200000,83,200011
200000,84,200011
200000,85,200011
200000,86,200011
200000,87,200011
200000,88,200011
200000,89,200011
200000,90,200011
200000,91,200011
200000,92,200011
200000,93,200011
200000,94,200011
200000,95,200011
200000,96,200011
200000,97,200011
200000,98,200011
200000,99,200011
200000,100,200011
200000,101,200011
200000,102,200011
200000,103,200011
200000,104,200011
200000,105,200011
200000,106,200011
200000,107,200011
200000,108,200011
200000,109,200011
200000,110,200011
200000,111,200011
200000,112,200011
200000,113,200011
200000,114,200011
200000,115,200011
200000,116,200011
200000,117,200011
200000,118,200011
200000,119,200011
200000,0,200012
200000,1,200012
200000,2,200012
200000,3,200012
200000,4,200012
200000,5,200012
200000,6,200012
200000,7,200012
200000,8,200012
200000,9,200012
200000,10,200012
200000,11,200012
200000,12,200012
200000,13,200012
200000,14,200012
200000,15,200012
200000,16,200012
200000,17,200012
200000,18,200012
200000,19,200012
200000,20,200012
200000,21,200012
200000,22,200012
200000,23,200012
200000,24,200012
200000,25,200012
200000,26,200012
200000,27,200012
200000,28,200012
200000,29,200012
200000,30,200012
200000,31,200012
200000,32,200012
200000,33,200012
200000,34,200012
200000,35,200012
200000,36,200012
200000,37,200012
200000,38,200012
200000,39,200012
200000,40,200012
200000,41,200012
200000,42,200012
200000,43,200012
200000,44,200012
200000,45,200012
200000,46,200012
200000,47,200012
200000,48,200012
200000,49,200012
200000,50,200012
200000,51,200012
200000,52,200012
200000,53,200012
200000,54,200012
200000,55,200012
200000,56,200012
200000,57,200012
200000,58,200012
200000,59,200012
200000,60,200012
200000,61,200012
200000,62,200012
200000,63,200012
200000,64,200012
200000,65,200012
200000,66,200012
200000,67,200012
200000,68,200012
200000,69,200012
200000,70,200012
200000,71,200012
200000,72,200012
200000,73,200012
200000,74,200012
200000,75,200012
200000,76,200012
200000,77,200012
200000,78,200012
200000,79,200012
200000,80,200012
200000,81,200012
200000,82,200012
200000,83,200012
200000,84,200012
200000,85,200012
200000,86,200012
200000,87,200012
200000,88,200012
200000,89,200012
200000,90,200012
200000,91,200012
200000,92,200012
200000,93,200012
200000,94,200012
200000,95,200012
200000,96,200012
200000,97,200012
200000,98,200012
200000,99,200012
200000,100,200012
200000,101,200012
200000,102,200012
200000,103,200012
200000,104,200012
200000,105,200012
200000,106,200012
200000,107,200012
200000,108,200012
200000,109,200012
200000,110,200012
200000,111,200012
200000,112,200012
200000,113,200012
200000,114,200012
200000,115,200012
200000,116,200012
200000,117,200012
200000,118,200012
200000,119,200012
200000,0,200013
200000,1,200013
200000,2,200013
200000,3,200013
200000,4,200013
200000,5,200013
200000,6,200013
200000,7,200013
200000,8,200013
200000,9,200013
200000,10,200013
200000,11,200013
200000,12,200013
200000,13,200013
200000,14,200013
200000,15,200013
200000,16,200013
200000,17,200013
200000,18,200013
200000,19,200013
200000,20,200013
200000,21,200013
200000,22,200013
200000,23,200013
200000,24,200013
200000,25,200013
200000,26,200013
200000,27,200013
200000,28,200013
200000,29,200013
200000,30,200013
200000,31,200013
200000,32,200013
200000,33,200013
200000,34,200013
200000,35,200013
200000,36,200013
200000,37,200013
200000,38,200013
200000,39,200013
200000,40,200013
200000,41,200013
200000,42,200013
200000,43,200013
200000,44,200013
200000,45,200013
200000,46,200013
200000,47,200013
200000,48,200013
200000,49,200013
200000,50,200013
200000,51,200013
200000,52,200013
200000,53,200013
200000,54,200013
200000,55,200013
200000,56,200013
200000,57,200013
200000,58,200013
200000,59,200013
200000,60,200013
200000,61,200013
200000,62,200013
200000,63,200013
200000,64,200013
200000,65,200013
200000,66,200013
200000,67,200013
200000,68,200013
200000,69,200013
200000,70,200013
200000,71,200013
200000,72,200013
200000,73,200013
200000,74,200013
200000,75,200013
200000,76,200013
200000,77,200013
200000,78,200013
200000,79,200013
200000,80,200013
200000,81,200013
200000,82,200013
200000,83,200013
200000,84,200013
200000,85,200013
200000,86,200013
200000,87,200013
200000,88,200013
200000,89,200013
200000,90,200013
200000,91,200013
200000,92,200013
200000,93,200013
200000,94,200013
200000,95,200013
200000,96,200013
200000,97,200013
200000,98,200013
200000,99,200013
200000,100,200013
200000,101,200013
200000,102,200013
200000,103,200013
200000,104,200013
200000,105,200013
200000,106,200013
200000,107,200013
200000,108,200013
200000,109,200013
200000,110,200013
200000,111,200013
200000,112,200013
200000,113,200013
200000,114,200013
200000,115,200013
200000,116,200013
200000,117,200013
200000,118,200013
200000,119,200013
200000,0,200014
200000,1,200014
200000,2,200014
200000,3,200014
200000,4,200014
200000,5,200014
200000,6,200014
200000,7,200014
200000,8,200014
200000,9,200014
200000,10,200014
200000,11,200014
200000,12,200014
200000,13,200014
200000,14,200014
200000,15,200014
200000,16,200014
200000,17,200014
200000,18,200014
200000,19,200014
200000,20,200014
200000,21,200014
200000,22,200014
200000,23,200014
200000,24,200014
200000,25,200014
200000,26,200014
200000,27,200014
200000,28,200014
200000,29,200014
200000,30,200014
200000,31,200014
200000,32,200014
200000,33,200014
200000,34,200014
200000,35,200014
200000,36,200014
200000,37,200014
200000,38,200014
200000,39,200014
200000,40,200014
200000,41,200014
200000,42,200014
200000,43,200014
200000,44,200014
200000,45,200014
200000,46,200014
200000,47,200014
200000,48,200014
200000,49,200014
200000,50,200014
200000,51,200014
200000,52,200014
200000,53,200014
200000,54,200014
200000,55,200014
200000,56,200014
200000,57,200014
200000,58,200014
200000,59,200014
200000,60,200014
200000,61,200014
200000,62,200014
200000,63,200014
200000,64,200014
